1,22,0,1,3,1,1,1,2,2,1,6
0,17,0,1,1,1,1,1,2,2,1,6
0,33,0,0,3,0,1,1,2,3,1,6
0,21,0,1,1,1,1,1,2,2,1,6
1,15,0,1,3,1,1,1,2,3,1,6
0,19,0,1,2,1,1,1,2,1,1,6
0,20,0,0,1,0,1,1,0,2,1,5
1,22,0,1,1,1,1,1,0,2,1,5
0,33,0,0,3,0,1,0,2,3,1,6
0,21,0,1,1,1,1,1,2,1,1,6
0,33,0,2,3,1,1,0,2,3,1,6
1,50,0,1,1,1,1,1,2,1,1,6
0,26,0,1,3,1,1,1,2,3,1,6
0,20,0,2,3,1,1,1,2,3,1,6
0,17,0,1,1,1,1,1,0,1,2,5
1,36,0,2,1,1,1,1,0,1,3,4
0,20,0,2,1,1,1,1,0,2,1,4
0,21,0,1,1,1,1,1,2,1,1,6
0,25,1,1,1,1,1,1,2,1,1,6
1,7,1,2,3,1,2,1,0,3,3,4
1,0,1,1,1,4,2,1,1,0,0,5
0,16,1,1,1,2,0,1,2,2,1,6
2,42,1,2,3,1,0,2,1,3,3,4
1,1,1,2,3,1,0,2,1,3,3,4
0,33,1,2,3,1,0,1,1,3,0,4
1,3,1,2,1,1,0,1,1,1,1,4
0,24,1,2,3,1,0,1,1,1,0,4
0,18,1,1,1,1,0,1,1,1,3,5
1,22,1,1,1,1,0,1,1,1,1,0
0,23,1,1,3,1,0,1,0,1,0,4
1,52,1,2,1,1,0,1,1,1,1,4
2,38,1,2,0,1,0,1,1,0,0,4
1,10,1,1,1,4,0,1,0,1,0,4
2,42,2,1,3,1,0,1,0,2,0,4
0,19,2,1,1,1,0,1,1,1,0,4
1,8,2,1,3,1,0,1,0,1,0,4
1,9,2,2,1,1,0,1,1,1,1,4
0,17,2,1,3,1,0,1,1,1,0,4
0,19,2,0,1,0,1,1,2,2,1,6
1,14,2,1,3,1,0,1,1,1,0,4
1,2,2,1,3,1,0,1,0,1,0,4
1,53,2,1,0,1,0,1,1,0,0,4
2,45,2,1,3,1,0,1,1,0,0,5
1,51,2,1,1,1,0,1,1,0,0,0
0,30,2,2,0,1,0,0,1,0,0,4
1,5,2,2,0,4,0,1,1,3,0,4
1,6,2,2,0,1,0,1,1,1,1,4
0,26,2,1,1,1,0,1,1,1,0,4
0,31,2,1,0,1,0,1,1,1,0,4
1,4,2,2,3,1,0,1,1,0,0,4
0,27,2,1,1,1,0,1,1,1,0,1
1,7,2,2,1,1,0,1,1,1,1,4
0,28,2,2,0,1,0,1,1,1,1,4
1,50,2,2,1,1,0,1,1,1,0,4
1,13,2,2,1,4,0,1,1,0,0,4
1,36,2,2,1,1,0,1,1,1,2,4
0,20,2,2,2,2,0,1,1,1,2,4
1,11,2,2,1,4,0,1,1,0,0,1
3,54,2,1,1,4,0,2,1,1,0,4
1,15,2,1,3,4,0,1,1,1,0,4
0,29,2,1,1,1,0,1,1,0,0,4
2,46,2,2,1,1,0,1,1,0,0,1
2,40,2,1,1,1,0,1,1,0,0,1
0,33,2,2,3,4,0,2,1,3,0,3
1,1,2,2,0,4,0,1,1,1,0,4
2,38,2,2,0,1,0,1,1,0,0,4
0,16,2,1,1,2,0,1,1,0,0,4
0,30,2,2,0,1,1,0,1,0,0,2
0,24,2,2,0,1,0,1,1,1,0,4
0,23,2,3,3,4,0,1,1,3,0,5
0,21,2,1,2,2,0,1,1,1,0,0
0,25,2,1,0,2,0,1,1,1,1,0
0,19,2,1,2,2,0,1,1,1,2,5
0,18,2,1,2,2,0,1,1,1,2,5
2,43,2,1,1,1,0,1,1,0,2,1
0,31,2,1,1,4,0,1,1,1,1,0
1,47,2,1,0,2,1,0,1,1,2,1
1,0,2,1,1,2,0,1,1,0,0,1
0,23,2,1,0,2,0,0,1,1,0,0
1,12,2,1,0,1,0,0,1,1,2,1
0,17,2,1,2,2,0,1,1,1,2,5
1,8,2,1,0,1,0,1,1,1,1,4
2,37,2,1,1,2,0,1,1,0,0,0
2,39,2,1,1,2,1,1,1,0,0,0
1,50,2,1,1,2,0,1,1,0,0,5
1,2,2,1,1,2,1,0,1,0,2,2
0,27,2,1,1,2,0,0,1,1,0,1
0,34,3,1,1,2,0,0,1,1,2,2
0,35,3,2,2,1,0,1,1,1,2,4
0,32,3,1,1,1,1,0,1,1,2,2
2,45,3,1,0,1,0,1,1,0,0,1
3,49,3,1,3,4,0,1,1,1,1,0
3,48,3,2,3,4,0,1,1,1,0,4
1,15,3,1,1,1,0,1,1,1,2,4
1,14,3,1,2,2,0,1,1,1,0,2
1,5,3,1,0,2,0,0,1,0,0,2
1,10,3,1,1,2,0,1,1,0,0,1
0,30,3,1,0,2,1,0,1,0,0,2
2,39,3,1,2,4,0,1,1,3,0,4
2,44,3,1,1,1,0,1,1,0,0,2
1,0,3,1,1,3,0,1,1,0,0,0
0,26,3,1,2,2,0,0,1,1,2,2
1,53,3,1,0,2,0,0,1,0,0,2
0,16,3,1,2,3,0,1,1,1,0,0
2,41,3,1,0,3,0,1,1,0,0,0
1,51,3,1,2,3,0,1,1,0,0,0
2,40,3,1,3,4,0,2,3,3,0,7
0,20,3,1,3,4,0,2,3,3,0,7
